url,category,percentage_score,Strict-Transport-Security,X-Content-Type-Options,X-Frame-Options,Content-Security-Policy,X-XSS-Protection,Referrer-Policy,Permissions-Policy,Cross-Origin-Opener-Policy,Cross-Origin-Embedder-Policy,Cross-Origin-Resource-Policy,Expect-CT
http://www.olivet.edu/athletics/menscrosscountry.asp,Sports,80.0,1,1,1,1,1,1,1,0,0,0,0
http://laappraiser.com,Business,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.ballyalley.com,Games,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.mygreecetravels.com,Recreation,0.0,0,0,0,0,0,0,0,0,0,0,0
http://arts.guardian.co.uk/features/story/01171078756700.html,Arts,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.fordham.edu/halsall/mod/1540cieza.html,Society,85.0,1,1,1,1,1,1,1,0,0,0,1
http://www.turftech.co.uk/,Business,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.daddystories.com/hot_wife/,Adult,0.0,0,0,0,0,0,0,0,0,0,0,0
http://nav.webring.com/cgi-bin/navcgi?ring=gmstslv;list,Adult,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.fx-pichler.at,Recreation,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.fao.org/inpho/content/compend/text/ch09-02.htm,Science,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.eurogamer.net/article.php?article_id=64857,Kids,60.0,1,1,1,0,0,1,0,1,0,0,0
http://www.asiapacific.ca/,Business,30.0,0,1,1,0,0,0,0,0,0,0,0
http://www.marcbrotherton.com/,Arts,45.0,1,1,1,0,0,0,0,0,0,0,0
http://www.biblefood.com/,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.frostburgsports.com/,Reference,65.0,1,1,1,0,1,1,0,0,0,0,0
http://www.geocities.com/eagle_47117/index.html,Shopping,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.ebodewell.com,Shopping,25.0,0,0,1,0,0,1,0,0,0,0,0
http://www.orlandocentral.net/,Kids,45.0,0,0,1,0,0,1,1,1,1,1,0
http://www.greatimesfunpark.com/,Recreation,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.odbm.org,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.marmelock.de/,Kids,40.0,1,1,0,0,1,0,0,0,0,0,0
http://www.radiotyneside.co.uk/pages/sot.htm,Sports,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.edst.educ.ubc.ca/programs/ed_philosophy.html#top,Society,30.0,1,0,1,0,0,0,0,0,0,0,0
http://www.fbcnorman.org/,Society,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.geocities.com/rbwarpaints/,Games,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.pro-tukipiste.fi/,Adult,65.0,1,1,1,1,1,0,0,0,0,0,0
http://www.razzledazzlerecipes.com/halloween/index.htm,Home,35.0,0,1,0,1,1,0,0,0,0,0,0
http://news.bbc.co.uk/sport1/hi/football/teams/p/preston/default.stm,Sports,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.usatoday.com/sports/basketba/skw/sunbelt/skwcc09.htm,Sports,90.0,1,1,1,1,1,1,1,1,0,1,0
http://www.hallmark.com/webapp/wcs/stores/servlet/productdisplay?catalogid=10051&amp;storeid=10001&amp;productid=580863&amp;catidslist=-2%3b-104468%3b-107465,Recreation,65.0,1,1,1,1,1,0,0,0,0,0,0
http://www.fringefest.com/,Arts,45.0,1,1,1,0,0,0,0,0,0,0,0
http://www.kingstransfer.com,Business,45.0,1,1,1,0,0,0,0,0,0,0,0
http://www.cez.cz/presentation/static/albert/einstein.htm,Kids,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.burgan.com,Business,70.0,1,1,1,1,1,0,1,0,0,0,0
http://www.metacritic.com/film/titles/believer,Arts,15.0,1,0,0,0,0,0,0,0,0,0,0
http://awe113.tripod.com/,Games,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.trincoll.edu/pub/news/ritvid.htm,Reference,85.0,1,1,1,0,1,1,1,1,1,1,0
http://www.guardian.co.uk/world/2002/aug/14/afghanistan.alqaida,Society,80.0,1,1,1,1,1,1,1,0,0,0,0
http://naturecraftsoftexas.com/,Shopping,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.geocities.com/fisantekraal/aerosport.htm,Recreation,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.gesis.org/en/software/textpack/,Science,55.0,1,1,1,1,0,0,0,0,0,0,0
http://www.enhesa.com,Business,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.cas.vanderbilt.edu/perl/bioview.pl?genspec=juni&amp;action=view,Science,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.rottentomatoes.com/m/get_over_it/,Arts,45.0,1,1,1,0,0,0,0,0,0,0,0
http://www.smus.ca/,Society,55.0,1,1,1,1,0,0,0,0,0,0,0
http://www.allpinouts.org/,Science,80.0,1,1,1,1,0,1,1,1,0,1,0
http://www.hoboes.com/pub/role-playing/superheroes/champions/,Games,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.cyhams.org/,Recreation,85.0,1,1,1,1,0,1,1,1,1,1,0
http://www.geocities.com/southbeach/marina/9026/,Society,75.0,1,1,1,1,1,1,0,0,0,0,0
http://news.bbc.co.uk/sport1/hi/football/default.stm,Kids,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.aspb.org/committees/women/pioneers.cfm,Society,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.zenger.com.tr,Business,80.0,1,1,1,1,1,1,1,0,0,0,0
http://en.wikinews.org/wiki/wikinews:original_reporting,News,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.fifa.com/associations/association=nig/index.html,Sports,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.smh.com.au/news/film/queen-cate-to-reign-again/2006/04/16/1145125999537.html,Arts,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.mimisembroidery.com/,Business,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.guardian.co.uk/politics/2002/jul/02/foreignpolicy.usa,Society,80.0,1,1,1,1,1,1,1,0,0,0,0
http://wii.gamespy.com/wii/dokapon-kingdom-/,Games,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.torchonline.com/,News,80.0,1,1,1,1,1,1,1,0,0,0,0
http://autopia.org/forum/,Recreation,30.0,0,1,1,0,0,0,0,0,0,0,0
http://www.sandiegozoo.org/zoo/ex_polar_bear_plunge.html,Kids,45.0,1,1,1,0,0,0,0,0,0,0,0
http://www.ilvydolphinswimteam.org/,Sports,30.0,1,1,0,0,0,0,0,0,0,0,0
http://olivet.edu/athletics/womenstennis.asp,Sports,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.progressiveboink.com/,Recreation,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.thefunplace.com/recipes/00290.html,Home,0.0,0,0,0,0,0,0,0,0,0,0,0
http://members.tripod.com/neil_j_c/,Arts,15.0,0,0,1,0,0,0,0,0,0,0,0
http://www.playwrightshorizons.org/,Arts,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.roberson-ville.com/,Home,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.horizon-well-logging.com/,Business,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.geocities.com/totalindustrial/index.html,Business,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.isocarp.org/,Science,65.0,1,1,1,0,1,1,0,0,0,0,0
http://movies.yahoo.com/movie/1809833630/info,Arts,80.0,1,1,1,1,1,1,0,0,0,0,1
http://groups.yahoo.com/group/sighthoundsports/,Recreation,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.maskeret.com/cgi-bin/wiwp.cgi?tipo=1&amp;cod=polga00829&amp;nume=16,Games,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.cerberusftp.com,Computers,55.0,1,1,1,1,0,0,0,0,0,0,0
http://www.geocities.com/collegepark/union/7630/,Society,75.0,1,1,1,1,1,1,0,0,0,0,0
http://movies.yahoo.com/shop?d=hv&amp;id=1800088413&amp;cf=info&amp;intl=us,Arts,80.0,1,1,1,1,1,1,0,0,0,0,1
http://xbox360.ign.com/objects/955/955010.html,Kids,15.0,1,0,0,0,0,0,0,0,0,0,0
http://www.usatoday.com/sports/college/football/southland/jsu.htm,Sports,90.0,1,1,1,1,1,1,1,1,0,1,0
http://www.rmc.com.tw/,Business,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.barricksinsurance.com/903.html,Home,0.0,0,0,0,0,0,0,0,0,0,0,0
http://thegodwar.com,Arts,95.0,1,1,1,1,1,1,1,1,1,1,0
http://www.pendleton-usa.com/,Business,50.0,0,1,1,1,1,0,0,0,0,0,0
http://kids.yahoo.com/animals/mammals/9793--zebras,Kids,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.tirgum.com,Business,45.0,0,0,1,0,0,1,1,1,1,1,0
http://www.angelfire.com/darkside/insaneclownz/index.html,Arts,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.geocities.com/wrr2001us/,Sports,75.0,1,1,1,1,1,1,0,0,0,0,0
http://kalvos.org/masahiro.html,Arts,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.redangkalong.com/,Recreation,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.geocities.com/berkunclan/tigger/,Recreation,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.suite101.com/article.cfm/7505/51757,Health,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.videomedia.net/catalogretailtraining.html,Business,0.0,0,0,0,0,0,0,0,0,0,0,0
http://movies.yahoo.com/shop?d=hc&amp;id=1800021874&amp;cf=gen,Arts,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.huffybikes.com/,Business,55.0,1,1,1,0,1,0,0,0,0,0,0
http://www.butterflygardens.com/,Science,65.0,1,1,1,1,1,0,0,0,0,0,0
http://ffxi-atlas.com/,Games,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.johnsilverfinearts.com/,Shopping,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.borgus.com/,Arts,0.0,0,0,0,0,0,0,0,0,0,0,0
http://groups.yahoo.com/group/cincinnati_d-s/,Adult,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.allmusic.com/cg/amg.dll?p=amg&amp;sql=bkz6wtr39kl3x,Arts,70.0,1,1,1,1,1,0,1,0,0,0,0
http://geocities.com/richleebruce/amradio.html,Home,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.decafbad.com,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.motel-coupons.com/,Recreation,0.0,0,0,0,0,0,0,0,0,0,0,0
http://cord.de/tools/squid/calamaris/welcome.html,Computers,30.0,0,1,1,0,0,0,0,0,0,0,0
http://www.eumetsat.de/,Science,55.0,1,1,1,0,1,0,0,0,0,0,0
http://www.mennoniteheritagevillage.com/,Reference,65.0,1,1,1,0,1,1,0,0,0,0,0
http://www.fordham.edu/halsall/mod/1778voltaire-lettres.html,Society,85.0,1,1,1,1,1,1,1,0,0,0,1
http://www.rexel.com/,Computers,70.0,1,1,1,0,1,1,0,0,0,0,1
http://news.bbc.co.uk/sport1/hi/cricket/other_international/zimbabwe/,Sports,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.geocities.com/krayziebmx/,Sports,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.surplusrecords.com/,Shopping,90.0,1,1,1,0,1,1,1,1,1,1,1
http://www.acmilan-online.com/fifa.php,Games,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.sourcecodestore.com/activeganttvb20/productsheet.htm,Computers,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.firestormfire.com,Business,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.usatoday.com/sports/basketba/skw/india/skwee01.htm,Sports,90.0,1,1,1,1,1,1,1,1,0,1,0
http://www.reporternews.com/news/sports/dallas-cowboys/,Sports,90.0,1,1,1,1,1,1,1,1,0,1,0
http://en.wikipedia.org/wiki/antonio_lotti,Arts,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.conwaygreenwood.com/,Business,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.harding.edu/communication/index.html,Reference,40.0,1,1,0,0,0,1,0,0,0,0,0
http://www.et20.com/,Arts,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.leblancmedia.com/,Computers,25.0,0,1,0,0,0,1,0,0,0,0,0
http://www.ise.ie,Business,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.geocities.com/realm_of_alyria/,Games,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.freewebs.com/genericdisorder/,Kids,15.0,1,0,0,0,0,0,0,0,0,0,0
http://www.ea.com/easports/platforms/games/nbalive2003/home.jsp,Games,40.0,1,0,1,1,0,0,0,0,0,0,0
http://www.agecon.uga.edu/,Reference,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.jewishtribalreview.org/,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.patient.co.uk/showdoc/23068828/,Health,85.0,1,1,1,1,0,1,1,1,1,1,0
http://music.yahoo.com/ar-254815---la-ley,Arts,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.internationaltool.com/,Shopping,45.0,0,0,1,0,0,1,1,1,1,1,0
http://www.kcrw.com/music/programs/mb/mb960118idaho,Arts,65.0,1,1,1,1,1,0,0,0,0,0,0
http://www.accuratecorrosion.com/,Business,65.0,1,1,1,1,1,0,0,0,0,0,0
http://www.all-reviews.com/videos-3/silent-fall.htm,Arts,15.0,1,0,0,0,0,0,0,0,0,0,0
http://www.bannergraphic.com/,News,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.usatoday.com/sports/college/football/pac10/ucla.htm,Sports,90.0,1,1,1,1,1,1,1,1,0,1,0
http://uk.geocities.com/stoffmeister/,Recreation,50.0,0,1,1,1,0,1,0,0,0,0,0
http://www.fchd.info/brunswiv.htm,Sports,0.0,0,0,0,0,0,0,0,0,0,0,0
http://southernfood.about.com/library/crock/bl6orless.htm,Home,50.0,1,1,0,1,0,1,0,0,0,0,0
http://www.whotv.com/,Arts,10.0,0,0,0,1,0,0,0,0,0,0,0
http://www.saintlouisart.com/,Arts,55.0,1,1,1,0,0,1,0,0,0,0,0
http://www.workingforchange.com/article.cfm?itemid=9395,Arts,85.0,1,1,1,1,0,1,1,1,1,1,0
http://www.andresenacres.com,Business,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.jprwillow.co.uk/,Shopping,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.jamkit.com,Computers,45.0,0,0,1,0,0,1,1,1,1,1,0
http://www.geocities.com/motorcity/show/9396/,Recreation,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.ncl.ac.uk/dental/oralbiol/oralenv/home.htm,Health,40.0,1,1,0,0,0,1,0,0,0,0,0
http://www.css.edu/x3192.xml,Health,80.0,1,1,1,1,1,1,1,0,0,0,0
http://books.google.com/books?id=djaoaaaaiaaj,Society,40.0,0,1,1,0,1,0,0,0,0,0,0
http://www.nationalgeographic.com/ngm/0105/feature1/,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.gladysmitchell.com/,Arts,30.0,1,1,0,0,0,0,0,0,0,0,0
http://groups.yahoo.com/group/chaosrulesagain/,Arts,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.quantronics.com.au/,Shopping,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.weegbrug.net/rhb.htm,Business,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.therooms.ca/archives/,Reference,30.0,0,1,1,0,0,0,0,0,0,0,0
http://www.geocities.com/colosseum/pressbox/4822/,Sports,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.charmianharris.com/,Arts,30.0,1,1,0,0,0,0,0,0,0,0,0
http://fortunesnow.com/newsite/default.asp,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://movies.yahoo.com/shop?d=hc&amp;id=1800078602&amp;cf=gen,Arts,80.0,1,1,1,1,1,1,0,0,0,0,1
http://news.bbc.co.uk/sport1/hi/football/teams/c/crystal_palace/default.stm,Sports,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.ibmel.com/,Business,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.billystoyotaparts.com/,Shopping,30.0,1,1,0,0,0,0,0,0,0,0,0
http://smudailycampus.com/,Reference,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.ams.org/journals/,Science,40.0,0,1,1,0,1,0,0,0,0,0,0
http://www.newadvent.org/cathen/02497a.htm,Society,15.0,0,0,1,0,0,0,0,0,0,0,0
http://www.dbcsoftware.com/,Computers,0.0,0,0,0,0,0,0,0,0,0,0,0
http://triplets.deviantart.com,Home,80.0,1,1,1,1,1,1,0,1,0,0,0
http://www.all-reviews.com/videos-5/lizzie-mcguire-movie.htm,Arts,15.0,1,0,0,0,0,0,0,0,0,0,0
http://www.resolutesystems.com/,Society,40.0,0,1,1,0,1,0,0,0,0,0,0
http://www.geocities.com/dannyboy2205/,Games,75.0,1,1,1,1,1,1,0,0,0,0,0
http://tools.ietf.org/html/rfc755,Computers,70.0,1,1,1,1,0,1,0,1,0,0,0
http://www.littlelabs.com/,Business,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.guardian.co.uk/archive/article/04273439372200.html,Society,80.0,1,1,1,1,1,1,1,0,0,0,0
http://masonmarineproducts.com,Shopping,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.geocities.com/lbcr4h/,Kids,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.newgate180.com/,Health,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.geocities.com/sunsetstrip/venue/1452/roman.html,Kids,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.allmusic.com/cg/amg.dll?p=amg&amp;sql=11:9yec97b7krat,Arts,70.0,1,1,1,1,1,0,1,0,0,0,0
http://www.geocities.com/sunodyssey_gr/,Recreation,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.guardian.co.uk/world/2002/aug/12/alqaida.afghanistan,Society,80.0,1,1,1,1,1,1,1,0,0,0,0
http://people.virginia.edu/~jwf8f/drama506.htm,Reference,45.0,0,0,1,0,0,1,1,1,1,1,0
http://www.metallogos.com/,Business,50.0,1,1,0,1,1,0,0,0,0,0,0
http://uwf.edu/uwfmain/homepage/podcasts/uwf_news.xml,Reference,55.0,1,1,1,1,0,0,0,0,0,0,0
http://www.chazzanut.com/katz/,Arts,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.franciscan-brothers.net,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.al-anon.org/meetings/international.html,Health,50.0,0,1,1,1,1,0,0,0,0,0,0
http://www.cavedivers.com.au/welcome.htm,Recreation,40.0,1,0,1,1,0,0,0,0,0,0,0
http://www.amanafunds.com,Business,75.0,1,1,1,0,0,1,1,1,1,1,0
http://www.uregina.ca/library/,Reference,40.0,1,1,0,1,0,0,0,0,0,0,0
http://musom.marshall.edu/library/,Reference,15.0,0,0,1,0,0,0,0,0,0,0,0
http://www.challengeprinting.com/,Business,85.0,1,1,1,1,0,1,1,1,1,1,0
http://www.elsevier.com/locate/issn/1044-7431,Science,55.0,1,1,1,0,0,1,0,0,0,0,0
http://www.wosc.org.uk/,Recreation,40.0,1,1,0,1,0,0,0,0,0,0,0
http://www.trincoll.edu/depts/student-services/wellness.htm,Reference,85.0,1,1,1,0,1,1,1,1,1,1,0
http://www.fordham.edu/halsall/mod/1664colbert.html,Science,85.0,1,1,1,1,1,1,1,0,0,0,1
http://www.starwoodcareers.com/,Business,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.openadopt.org/,Home,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.gmu.edu/departments/soci/,Science,65.0,1,1,1,0,1,1,0,0,0,0,0
http://www.theseahawk.org/,Reference,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.mblabsoft.com/index9.html,Computers,45.0,0,0,1,0,0,1,1,1,1,1,0
http://www.voxengo.com/r8brain/,Computers,70.0,1,1,1,1,0,1,0,1,0,0,0
http://www.faqs.org/faqs/mail/archive-servers/faq/,Computers,40.0,0,1,1,0,1,0,0,0,0,0,0
http://tools.ietf.org/html/rfc1894,Computers,70.0,1,1,1,1,0,1,0,1,0,0,0
http://www.st-stephens.org.uk/,Society,30.0,1,1,0,0,0,0,0,0,0,0,0
http://www.2ndonchan.net/,Recreation,80.0,1,1,1,1,1,1,1,0,0,0,0
http://tools.ietf.org/html/rfc1636,Computers,70.0,1,1,1,1,0,1,0,1,0,0,0
http://www.engadget.com/,Home,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.uel.ac.uk/law/staff/esarchive.htm,Society,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.bigbookstepstudy.com/,Health,0.0,0,0,0,0,0,0,0,0,0,0,0
http://torino2006blog.com/,Sports,45.0,0,0,1,0,0,1,1,1,1,1,0
http://www.usc.edu/dept/msa/history/biographies/sahaabah/bio.ramlah_bint_abi_sufyan.html,Society,15.0,1,0,0,0,0,0,0,0,0,0,0
http://groups.yahoo.com/group/eq_monk,Games,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.usatoday.com/life/music/2001-07-27-styx-bassist.htm,Arts,90.0,1,1,1,1,1,1,1,1,0,1,0
http://uk.geocities.com/paganeagle2001/,Society,50.0,0,1,1,1,0,1,0,0,0,0,0
http://tpittaway.tripod.com/silk/satlist.htm,Science,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.everykneeshallbow.com/,Society,45.0,1,1,1,0,0,0,0,0,0,0,0
http://www.habershamemc.com/,Business,80.0,1,1,1,1,1,1,1,0,0,0,0
http://news.google.com/nwshp?tab=wn&amp;topic=o,Sports,80.0,1,1,1,1,1,0,1,1,0,1,0
http://www.geocities.com/pentagon/barracks/8889/jokes.htm,Recreation,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.ndt-cgi.com/ndtcgi/,Business,55.0,0,1,1,0,1,1,1,0,0,0,0
http://www.geocities.com/collegepark/field/1424/sigalt.html,Society,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.marcdobson.com/neildiamondtribute.htm,Arts,40.0,0,1,1,0,1,0,0,0,0,0,0
http://www.angelfire.com/md3/herefordoptimist/,Society,15.0,0,0,1,0,0,0,0,0,0,0,0
http://revivalabs.com,Business,40.0,0,1,1,0,1,0,0,0,0,0,0
http://www.wired.com/wired/archive/7.09/mustread.html?pg=4,Society,15.0,0,1,0,0,0,0,0,0,0,0,0
http://www.rd.com/common/nav/index.jhtml?articleid=9519804,Home,75.0,1,1,1,0,0,1,1,1,1,1,0
http://groups.yahoo.com/group/elimbo,Home,75.0,1,1,1,1,1,1,0,0,0,0,0
http://movies.yahoo.com/shop?d=hc&amp;id=1800197106&amp;cf=gen&amp;intl=us,Arts,80.0,1,1,1,1,1,1,0,0,0,0,1
http://www.brookhavencourier.com/,News,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.cstutor.com/,Computers,0.0,0,0,0,0,0,0,0,0,0,0,0
http://advancetitan.com/rss.aspx,Reference,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.sover.net/~mwalsh/,Society,85.0,1,1,1,1,0,1,1,1,1,1,0
http://www.panynj.gov/path/,Business,30.0,0,1,1,0,0,0,0,0,0,0,0
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=retrieve&amp;db=omim&amp;dopt=detailed&amp;tmpl=dispomimtemplate&amp;list_uids=304110,Health,80.0,1,1,1,1,1,1,0,1,0,0,0
http://www.crescendo.com/,Computers,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.propheticalert.com,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://pnaa.org/,Business,45.0,0,0,1,0,0,1,1,1,1,1,0
http://www.purplefrogsystems.com/,Computers,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.cipotato.org/,Science,100.0,1,1,1,1,1,1,1,1,1,1,1
http://tools.ietf.org/html/rfc637,Computers,70.0,1,1,1,1,0,1,0,1,0,0,0
http://homepages.uc.edu/physics/resources/demoweb/index.htm,Science,40.0,1,1,0,1,0,0,0,0,0,0,0
http://www.geocities.com/televisioncity/taping/3258/,Arts,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.voh-ainleuh.org/,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.nida.nih.gov/meetsum/nicotine/summaryindex.html,Health,45.0,1,1,1,0,0,0,0,0,0,0,0
http://www.bigmagic.com/pages/blackj/,Arts,15.0,0,1,0,0,0,0,0,0,0,0,0
http://www.lawforkids.org/laws/view_law.cfm?id=14,Society,45.0,1,0,1,0,0,1,0,1,0,0,0
http://www.gamefaqs.com/console/xbox360/data/928289.html,Kids,25.0,1,0,0,0,0,1,0,0,0,0,0
http://www.guardian.co.uk/iraq/story/0276389588200.html,Society,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.guardian.co.uk/news/blog,News,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.magnitude.ca/,Computers,0.0,0,0,0,0,0,0,0,0,0,0,0
http://noelfreidline.com,Arts,45.0,1,1,1,0,0,0,0,0,0,0,0
http://www.z93jamz.com/,Arts,50.0,1,0,1,0,1,1,0,0,0,0,0
http://jancadieux.com,Health,55.0,0,1,1,0,1,1,0,0,0,0,1
http://www.usatoday.com/life/movies/reviews/2008-03-27-stop-loss_n.htm,Arts,90.0,1,1,1,1,1,1,1,1,0,1,0
http://www.geocities.com/saltlakecuups/contact.htm,Society,75.0,1,1,1,1,1,1,0,0,0,0,0
http://wildreiver.tripod.com/,Society,15.0,0,0,1,0,0,0,0,0,0,0,0
http://www.guardian.co.uk/film/2002/feb/08/culture.peterbradshaw1,Arts,80.0,1,1,1,1,1,1,1,0,0,0,0
http://groups.yahoo.com/group/theboergoatbarn/,Business,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.geocities.com/vienna/strasse/1386/,Arts,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.geocities.com/heartland/prairie/8184/pond_index.html,Home,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.software-maps.com,Shopping,25.0,1,0,0,1,0,0,0,0,0,0,0
http://groups.yahoo.com/group/hobbes-thevisibleman/,Arts,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.spiritrock.org/,Society,90.0,1,1,1,1,1,1,0,1,1,1,0
http://www.atlanticshuttersystems.com/,Business,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.geocities.com/crankyputer/home.html,Computers,75.0,1,1,1,1,1,1,0,0,0,0,0
http://www.cs.bath.ac.uk/~gam23/,Computers,80.0,1,1,1,1,1,1,1,0,0,0,0
http://gams.nist.gov/,Computers,65.0,1,1,1,1,1,0,0,0,0,0,0
http://www.amnesty-volunteer.org/usa/group612/,Society,0.0,0,0,0,0,0,0,0,0,0,0,0
http://placesbetween.com/,Shopping,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.kitesports.co.nz/,Shopping,70.0,1,1,1,1,1,0,0,1,0,0,0
http://www.monolithos.co.uk/,Recreation,65.0,1,1,0,1,1,0,1,1,0,1,0
http://www.mycolog.com,Science,0.0,0,0,0,0,0,0,0,0,0,0,0
http://www.lubbockonline.com/news/040797/anti.htm,Society,90.0,1,1,1,1,1,1,1,1,0,1,0
http://www.bl.uk/onlinegallery/sacredtexts/lindisfarne.html,Arts,80.0,1,1,1,1,1,1,1,0,0,0,0
http://www.geocities.com/amygiulioli/,Recreation,75.0,1,1,1,1,1,1,0,0,0,0,0
